epoch,train_loss,val_loss,action_loss
10,0.09919475515683492,0.07944587777767863,0.1454105776335512
20,0.06540350547681252,0.05858049488493374,0.09341326249497277
30,0.04837984607244531,0.05533013679087162,0.0773016523037638
40,0.03608733544436594,0.061633585286991935,0.06898716185241938
50,0.03155544128579398,0.06753101798572711,0.06668850100998368
