epoch,train_loss,val_loss,action_loss
10,0.04588942147480945,0.03275029254811151,0.06372535414993763
20,0.029407657853638133,0.025113120209425688,0.05120157137779253
30,0.020600652112625538,0.023063190281391144,0.04772501498726862
40,0.01562633024295792,0.023107021248766353,0.046397733102951734
50,0.01382077809733649,0.023552610405853817,0.04047448780121548
