epoch,train_loss,val_loss,action_loss
10,0.08260189797729253,0.062401947964515,0.09715372217553002
20,0.05229947154099743,0.04548984619655779,0.10265951710087913
30,0.03858177090684573,0.043666377530566285,0.08904691067125116
40,0.02904711215135952,0.04365707614592144,0.09141864042196955
