epoch,train_loss,val_loss,action_loss
10,0.05959193324670196,0.04179745460195201,0.07879163511097431
20,0.036876101434851684,0.031694327614137104,0.08149073645472527
30,0.026862971391528843,0.03200469072908163,0.06924974998193127
40,0.020174678104619186,0.03178617810564382,0.06830313854983874
50,0.017736736064155895,0.03939849178173712,0.05436863171468888
