epoch,train_loss,val_loss,action_loss
10,0.03876851146730284,0.027391418548566953,0.0635783632418939
20,0.024396275503871342,0.02066197226356183,0.045877169485070875
30,0.016973750479519368,0.01866911318419235,0.03862140919747097
40,0.012667096739945313,0.019215004917766367,0.03883228051875319
50,0.011015312982878337,0.018970830366015434,0.04203138640150428
