epoch,train_loss,val_loss,action_loss
10,0.037570745575552185,0.024753499909171035,0.05835762007960251
20,0.022763490964037677,0.01875262601034982,0.04365437105298042
30,0.01616382198408246,0.0184387892617711,0.04036245036071965
40,0.012092865565015624,0.017290245009852306,0.03748113415869219
50,0.010537016527572026,0.021293014154902527,0.03450836610448148
