epoch,train_loss,val_loss,action_loss
10,0.03372912374325097,0.024051494696842774,0.055750823114067316
20,0.02027445255468289,0.017251625723604645,0.044090225361287594
30,0.015115973337863882,0.017067249498463104,0.041192470251449516
40,0.010565565980505199,0.018930715109620775,0.04231353476643562
50,0.00879806854451696,0.021427526205245937,0.03512472506346447
