epoch,train_loss,val_loss,action_loss
10,0.07406636398906509,0.05648265007351126,0.10152793409568923
20,0.04671055960158507,0.04240366071462631,0.08357492115880762
30,0.034606121868516006,0.041909234199140756,0.07325000302600009
40,0.025472446453447144,0.047090008322681697,0.07038788763540131
50,0.0217241299416249,0.051324929642890184,0.0707431680389813
