epoch,train_loss,val_loss,action_loss
10,0.06412297409648697,0.04991573667419808,0.07367896581334728
20,0.04214850754166643,0.037511165120771954,0.06859392167202064
30,0.03017315218846003,0.033013906862054555,0.06402362903047885
40,0.02259335181831072,0.03517364989966154,0.05942484816270215
50,0.020047487310754755,0.03743712976574898,0.05161406711808273
